"dataset_notice","customer_id","full_name","phone_number","bank_name","account_number","upi_id","profile_image_url","balance","upi_pin","age_group","digital_literacy","average_tx_amount","normal_hours","known_beneficiaries"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C291","Reyansh Iyer 291","+91 98190 00291","Apex Global Bank","XXXX-XXXX-4890","reyanshiyer291@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c291","INR 1,90,530.00","032870","61-75","Advanced","INR 14,370.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C292","Aditi Test 292","+91 98191 00292","Apex Global Bank","XXXX-XXXX-4891","adititest292@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c292","INR 1,91,467.00","3247","18-30","Moderate","INR 14,443.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C293","Neil Prototype 293","+91 98192 00293","Apex Global Bank","XXXX-XXXX-4892","neilprototype293@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c293","INR 1,92,404.00","033216","31-45","Basic","INR 14,516.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C294","Mira Fictional 294","+91 98193 00294","Apex Global Bank","XXXX-XXXX-4893","mirafictional294@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c294","INR 1,93,341.00","3281","46-60","Advanced","INR 14,589.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C295","Yash Sample 295","+91 98194 00295","Apex Global Bank","XXXX-XXXX-4894","yashsample295@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c295","INR 1,94,278.00","033562","61-75","Moderate","INR 14,662.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C296","Saanvi Mock 296","+91 98195 00296","Apex Global Bank","XXXX-XXXX-4895","saanvimock296@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c296","INR 1,95,215.00","3315","18-30","Basic","INR 14,735.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C297","Advik Training 297","+91 98196 00297","Apex Global Bank","XXXX-XXXX-4896","adviktraining297@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c297","INR 1,96,152.00","033908","31-45","Advanced","INR 14,808.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C298","Riya Demo 298","+91 98197 00298","Apex Global Bank","XXXX-XXXX-4897","riyademo298@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c298","INR 1,97,089.00","3349","46-60","Moderate","INR 14,881.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C299","Karan Example 299","+91 98198 00299","Apex Global Bank","XXXX-XXXX-4898","karanexample299@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c299","INR 1,98,026.00","034254","61-75","Basic","INR 14,954.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C300","Pooja Sandbox 300","+91 98199 00300","Apex Global Bank","XXXX-XXXX-4899","poojasandbox300@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c300","INR 1,98,963.00","3383","18-30","Advanced","INR 15,027.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C301","Ramaswamy Iyer 301","+91 98200 00301","Apex Global Bank","XXXX-XXXX-4800","ramaswamyiyer301@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c301","INR 1,99,900.00","034600","31-45","Moderate","INR 15,100.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C302","Aarav Test 302","+91 98201 00302","Apex Global Bank","XXXX-XXXX-4801","aaravtest302@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c302","INR 2,00,837.00","3417","46-60","Basic","INR 15,173.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C303","Diya Prototype 303","+91 98202 00303","Apex Global Bank","XXXX-XXXX-4802","diyaprototype303@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c303","INR 2,01,774.00","034946","61-75","Advanced","INR 15,246.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C304","Kabir Fictional 304","+91 98203 00304","Apex Global Bank","XXXX-XXXX-4803","kabirfictional304@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c304","INR 2,02,711.00","3451","18-30","Moderate","INR 15,319.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C305","Meera Sample 305","+91 98204 00305","Apex Global Bank","XXXX-XXXX-4804","meerasample305@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c305","INR 2,03,648.00","035292","31-45","Basic","INR 15,392.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C306","Arjun Mock 306","+91 98205 00306","Apex Global Bank","XXXX-XXXX-4805","arjunmock306@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c306","INR 2,04,585.00","3485","46-60","Advanced","INR 15,465.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C307","Anaya Training 307","+91 98206 00307","Apex Global Bank","XXXX-XXXX-4806","anayatraining307@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c307","INR 2,05,522.00","035638","61-75","Moderate","INR 15,538.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C308","Vihaan Demo 308","+91 98207 00308","Apex Global Bank","XXXX-XXXX-4807","vihaandemo308@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c308","INR 2,06,459.00","3519","18-30","Basic","INR 15,611.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C309","Isha Example 309","+91 98208 00309","Apex Global Bank","XXXX-XXXX-4808","ishaexample309@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c309","INR 2,07,396.00","035984","31-45","Advanced","INR 15,684.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C310","Rohan Sandbox 310","+91 98209 00310","Apex Global Bank","XXXX-XXXX-4809","rohansandbox310@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c310","INR 2,08,333.00","3553","46-60","Moderate","INR 15,757.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C311","Kavya Iyer 311","+91 98210 00311","Apex Global Bank","XXXX-XXXX-4810","kavyaiyer311@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c311","INR 2,09,270.00","036330","61-75","Basic","INR 15,830.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C312","Dev Test 312","+91 98211 00312","Apex Global Bank","XXXX-XXXX-4811","devtest312@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c312","INR 2,10,207.00","3587","18-30","Advanced","INR 15,903.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C313","Tara Prototype 313","+91 98212 00313","Apex Global Bank","XXXX-XXXX-4812","taraprototype313@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c313","INR 2,11,144.00","036676","31-45","Moderate","INR 15,976.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C314","Ishaan Fictional 314","+91 98213 00314","Apex Global Bank","XXXX-XXXX-4813","ishaanfictional314@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c314","INR 2,12,081.00","3621","46-60","Basic","INR 16,049.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C315","Naina Sample 315","+91 98214 00315","Apex Global Bank","XXXX-XXXX-4814","nainasample315@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c315","INR 2,13,018.00","037022","61-75","Advanced","INR 16,122.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C316","Reyansh Mock 316","+91 98215 00316","Apex Global Bank","XXXX-XXXX-4815","reyanshmock316@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c316","INR 2,13,955.00","3655","18-30","Moderate","INR 16,195.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C317","Aditi Training 317","+91 98216 00317","Apex Global Bank","XXXX-XXXX-4816","adititraining317@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c317","INR 2,14,892.00","037368","31-45","Basic","INR 16,268.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C318","Neil Demo 318","+91 98217 00318","Apex Global Bank","XXXX-XXXX-4817","neildemo318@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c318","INR 2,15,829.00","3689","46-60","Advanced","INR 16,341.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C319","Mira Example 319","+91 98218 00319","Apex Global Bank","XXXX-XXXX-4818","miraexample319@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c319","INR 2,16,766.00","037714","61-75","Moderate","INR 16,414.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C320","Yash Sandbox 320","+91 98219 00320","Apex Global Bank","XXXX-XXXX-4819","yashsandbox320@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c320","INR 2,17,703.00","3723","18-30","Basic","INR 16,487.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C321","Saanvi Iyer 321","+91 98220 00321","Apex Global Bank","XXXX-XXXX-4820","saanviiyer321@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c321","INR 2,18,640.00","038060","31-45","Advanced","INR 16,560.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C322","Advik Test 322","+91 98221 00322","Apex Global Bank","XXXX-XXXX-4821","adviktest322@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c322","INR 2,19,577.00","3757","46-60","Moderate","INR 16,633.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C323","Riya Prototype 323","+91 98222 00323","Apex Global Bank","XXXX-XXXX-4822","riyaprototype323@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c323","INR 2,20,514.00","038406","61-75","Basic","INR 16,706.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C324","Karan Fictional 324","+91 98223 00324","Apex Global Bank","XXXX-XXXX-4823","karanfictional324@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c324","INR 2,21,451.00","3791","18-30","Advanced","INR 16,779.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C325","Pooja Sample 325","+91 98224 00325","Apex Global Bank","XXXX-XXXX-4824","poojasample325@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c325","INR 2,22,388.00","038752","31-45","Moderate","INR 16,852.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C326","Ramaswamy Mock 326","+91 98225 00326","Apex Global Bank","XXXX-XXXX-4825","ramaswamymock326@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c326","INR 2,23,325.00","3825","46-60","Basic","INR 16,925.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C327","Aarav Training 327","+91 98226 00327","Apex Global Bank","XXXX-XXXX-4826","aaravtraining327@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c327","INR 2,24,262.00","039098","61-75","Advanced","INR 16,998.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C328","Diya Demo 328","+91 98227 00328","Apex Global Bank","XXXX-XXXX-4827","diyademo328@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c328","INR 2,25,199.00","3859","18-30","Moderate","INR 17,071.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C329","Kabir Example 329","+91 98228 00329","Apex Global Bank","XXXX-XXXX-4828","kabirexample329@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c329","INR 2,26,136.00","039444","31-45","Basic","INR 17,144.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C330","Meera Sandbox 330","+91 98229 00330","Apex Global Bank","XXXX-XXXX-4829","meerasandbox330@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c330","INR 2,27,073.00","3893","46-60","Advanced","INR 17,217.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C331","Arjun Iyer 331","+91 98230 00331","Apex Global Bank","XXXX-XXXX-4830","arjuniyer331@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c331","INR 2,28,010.00","039790","61-75","Moderate","INR 17,290.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C332","Anaya Test 332","+91 98231 00332","Apex Global Bank","XXXX-XXXX-4831","anayatest332@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c332","INR 2,28,947.00","3927","18-30","Basic","INR 17,363.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C333","Vihaan Prototype 333","+91 98232 00333","Apex Global Bank","XXXX-XXXX-4832","vihaanprototype333@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c333","INR 2,29,884.00","040136","31-45","Advanced","INR 17,436.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C334","Isha Fictional 334","+91 98233 00334","Apex Global Bank","XXXX-XXXX-4833","ishafictional334@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c334","INR 2,30,821.00","3961","46-60","Moderate","INR 17,509.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C335","Rohan Sample 335","+91 98234 00335","Apex Global Bank","XXXX-XXXX-4834","rohansample335@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c335","INR 2,31,758.00","040482","61-75","Basic","INR 17,582.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C336","Kavya Mock 336","+91 98235 00336","Apex Global Bank","XXXX-XXXX-4835","kavyamock336@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c336","INR 2,32,695.00","3995","18-30","Advanced","INR 17,655.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C337","Dev Training 337","+91 98236 00337","Apex Global Bank","XXXX-XXXX-4836","devtraining337@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c337","INR 2,33,632.00","040828","31-45","Moderate","INR 17,728.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C338","Tara Demo 338","+91 98237 00338","Apex Global Bank","XXXX-XXXX-4837","tarademo338@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c338","INR 2,34,569.00","4029","46-60","Basic","INR 17,801.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C339","Ishaan Example 339","+91 98238 00339","Apex Global Bank","XXXX-XXXX-4838","ishaanexample339@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c339","INR 2,35,506.00","041174","61-75","Advanced","INR 17,874.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C340","Naina Sandbox 340","+91 98239 00340","Apex Global Bank","XXXX-XXXX-4839","nainasandbox340@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c340","INR 2,36,443.00","4063","18-30","Moderate","INR 17,947.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C341","Reyansh Iyer 341","+91 98240 00341","Apex Global Bank","XXXX-XXXX-4840","reyanshiyer341@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c341","INR 2,37,380.00","041520","31-45","Basic","INR 18,020.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
