"dataset_notice","client_id","full_name","date_of_birth","home_address","phone_number","email_address","government_id_passport","government_id_tax","job_title","employer_name","annual_income_inr","source_of_money","credit_score","credit_history","other_assets_inr","outstanding_loans_inr","account_balance_inr","deposit_withdrawal_history","transfer_history","card_purchase_locations","payees_merchants","ip_address","device_type","mobile_app_usage_habits","last_login_datetime","app_location_data"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0120","Saanvi Training 120","1978-12-10","220 Example Lane, Demo Nagar, Test State 000000","+91-00000-00120","client0120@example.invalid","SYN-PPT-000120","SYN-TAX-000120","Self-employed Consultant","Mock Finance Services","636000","Synthetic business income","787","Synthetic: strong repayment pattern","1478360","277080","603240","2026-12-10 Deposit: Synthetic salary INR 53000; 2026-12-20 Withdrawal: Synthetic ATM INR 4940","2026-12-10 Sent INR 10460 to B001 - Family Transfer (Synthetic); 2026-12-15 Received INR 4480 from Synthetic sender","Sandbox Market, Demo Sector 20; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.120","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-13 08:00:00 IST","SIMULATED: Demo Zone 20, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0121","Advik Demo 121","1979-01-13","221 Example Lane, Demo Nagar, Test State 000000","+91-00000-00121","client0121@example.invalid","SYN-PPT-000121","SYN-TAX-000121","Accounts Executive","Example Retail Ltd","653300","Synthetic salary income","794","Synthetic: strong repayment pattern","1490263","279389","608167","2026-01-13 Deposit: Synthetic salary INR 54442; 2026-01-23 Withdrawal: Synthetic ATM INR 4977","2026-01-13 Sent INR 10543 to B002 - Utility Account (Synthetic); 2026-01-18 Received INR 4509 from Synthetic sender","Demo Grocers, Demo Sector 21; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.121","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-18 09:07:00 IST","SIMULATED: Demo Zone 1, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0122","Riya Example 122","1980-02-16","222 Example Lane, Demo Nagar, Test State 000000","+91-00000-00122","client0122@example.invalid","SYN-PPT-000122","SYN-TAX-000122","Teacher","Demo Health Services","670600","Synthetic salary income","801","Synthetic: strong repayment pattern","1502166","281698","613094","2026-02-16 Deposit: Synthetic salary INR 55883; 2026-02-26 Withdrawal: Synthetic ATM INR 5014","2026-02-16 Sent INR 10626 to B003 - Merchant Settlement (Synthetic); 2026-02-21 Received INR 4538 from Synthetic sender","Sample Pharmacy, Demo Sector 22; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.122","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-23 10:14:00 IST","SIMULATED: Demo Zone 2, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0123","Karan Sandbox 123","1981-03-19","223 Example Lane, Demo Nagar, Test State 000000","+91-00000-00123","client0123@example.invalid","SYN-PPT-000123","SYN-TAX-000123","Store Manager","Sample Manufacturing","687900","Synthetic salary income","808","Synthetic: strong repayment pattern","1514069","284007","618021","2026-03-19 Deposit: Synthetic salary INR 57325; 2026-03-02 Withdrawal: Synthetic ATM INR 5051","2026-03-19 Sent INR 10709 to B001 - Family Transfer (Synthetic); 2026-03-24 Received INR 4567 from Synthetic sender","Example Fuel Station, Demo Sector 23; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.123","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-28 11:21:00 IST","SIMULATED: Demo Zone 3, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0124","Pooja Fictional 124","1982-04-22","224 Example Lane, Demo Nagar, Test State 000000","+91-00000-00124","client0124@example.invalid","SYN-PPT-000124","SYN-TAX-000124","Nurse","Test Education Trust","705200","Synthetic business income","815","Synthetic: strong repayment pattern","1525972","286316","622948","2026-04-22 Deposit: Synthetic salary INR 58767; 2026-04-05 Withdrawal: Synthetic ATM INR 5088","2026-04-22 Sent INR 10792 to B002 - Utility Account (Synthetic); 2026-04-27 Received INR 4596 from Synthetic sender","Test Cafe, Demo Sector 24; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.124","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-05 12:28:00 IST","SIMULATED: Demo Zone 4, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0125","Samar Test 125","1983-05-25","225 Example Lane, Demo Nagar, Test State 000000","+91-00000-00125","client0125@example.invalid","SYN-PPT-000125","SYN-TAX-000125","Software Analyst","Sandbox Logistics","722500","Synthetic salary income","822","Synthetic: strong repayment pattern","1537875","288625","627875","2026-05-25 Deposit: Synthetic salary INR 60208; 2026-05-08 Withdrawal: Synthetic ATM INR 5125","2026-05-25 Sent INR 10875 to B003 - Merchant Settlement (Synthetic); 2026-05-03 Received INR 4625 from Synthetic sender","Mock Electronics, Demo Sector 25; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.125","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-10 13:35:00 IST","SIMULATED: Demo Zone 5, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0126","Aarav Prototype 126","1984-06-01","226 Example Lane, Demo Nagar, Test State 000000","+91-00000-00126","client0126@example.invalid","SYN-PPT-000126","SYN-TAX-000126","Sales Associate","Prototype Systems","739800","Synthetic salary income","829","Synthetic: strong repayment pattern","1549778","290934","632802","2026-06-01 Deposit: Synthetic salary INR 61650; 2026-06-11 Withdrawal: Synthetic ATM INR 5162","2026-06-01 Sent INR 10958 to B001 - Family Transfer (Synthetic); 2026-06-06 Received INR 4654 from Synthetic sender","Sandbox Market, Demo Sector 1; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.126","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-15 14:42:00 IST","SIMULATED: Demo Zone 6, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0127","Diya Simulated 127","1985-07-04","227 Example Lane, Demo Nagar, Test State 000000","+91-00000-00127","client0127@example.invalid","SYN-PPT-000127","SYN-TAX-000127","Operations Lead","Example Foods","757100","Synthetic salary income","615","Synthetic: limited repayment history","1561681","293243","637729","2026-07-04 Deposit: Synthetic salary INR 63092; 2026-07-14 Withdrawal: Synthetic ATM INR 5199","2026-07-04 Sent INR 11041 to B002 - Utility Account (Synthetic); 2026-07-09 Received INR 4683 from Synthetic sender","Demo Grocers, Demo Sector 2; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.127","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-20 15:49:00 IST","SIMULATED: Demo Zone 7, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0128","Kabir Sample 128","1986-08-07","228 Example Lane, Demo Nagar, Test State 000000","+91-00000-00128","client0128@example.invalid","SYN-PPT-000128","SYN-TAX-000128","Self-employed Consultant","Mock Finance Services","774400","Synthetic business income","622","Synthetic: limited repayment history","1573584","295552","642656","2026-08-07 Deposit: Synthetic salary INR 64533; 2026-08-17 Withdrawal: Synthetic ATM INR 5236","2026-08-07 Sent INR 11124 to B003 - Merchant Settlement (Synthetic); 2026-08-12 Received INR 4712 from Synthetic sender","Sample Pharmacy, Demo Sector 3; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.128","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-25 16:56:00 IST","SIMULATED: Demo Zone 8, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0129","Meera Mock 129","1987-09-10","229 Example Lane, Demo Nagar, Test State 000000","+91-00000-00129","client0129@example.invalid","SYN-PPT-000129","SYN-TAX-000129","Accounts Executive","Example Retail Ltd","791700","Synthetic salary income","629","Synthetic: limited repayment history","1585487","297861","647583","2026-09-10 Deposit: Synthetic salary INR 65975; 2026-09-20 Withdrawal: Synthetic ATM INR 5273","2026-09-10 Sent INR 11207 to B001 - Family Transfer (Synthetic); 2026-09-15 Received INR 4741 from Synthetic sender","Example Fuel Station, Demo Sector 4; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.129","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-02 17:03:00 IST","SIMULATED: Demo Zone 9, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0130","Arjun Training 130","1988-10-13","230 Example Lane, Demo Nagar, Test State 000000","+91-00000-00130","client0130@example.invalid","SYN-PPT-000130","SYN-TAX-000130","Teacher","Demo Health Services","809000","Synthetic salary income","636","Synthetic: limited repayment history","1597390","300170","652510","2026-10-13 Deposit: Synthetic salary INR 67417; 2026-10-23 Withdrawal: Synthetic ATM INR 5310","2026-10-13 Sent INR 11290 to B002 - Utility Account (Synthetic); 2026-10-18 Received INR 4770 from Synthetic sender","Test Cafe, Demo Sector 5; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.130","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-07 18:10:00 IST","SIMULATED: Demo Zone 10, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0131","Anaya Demo 131","1989-11-16","231 Example Lane, Demo Nagar, Test State 000000","+91-00000-00131","client0131@example.invalid","SYN-PPT-000131","SYN-TAX-000131","Store Manager","Sample Manufacturing","826300","Synthetic salary income","643","Synthetic: limited repayment history","1609293","302479","657437","2026-11-16 Deposit: Synthetic salary INR 68858; 2026-11-26 Withdrawal: Synthetic ATM INR 5347","2026-11-16 Sent INR 11373 to B003 - Merchant Settlement (Synthetic); 2026-11-21 Received INR 4799 from Synthetic sender","Mock Electronics, Demo Sector 6; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.131","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-12 19:17:00 IST","SIMULATED: Demo Zone 11, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0132","Vihaan Example 132","1990-12-19","232 Example Lane, Demo Nagar, Test State 000000","+91-00000-00132","client0132@example.invalid","SYN-PPT-000132","SYN-TAX-000132","Nurse","Test Education Trust","843600","Synthetic business income","650","Synthetic: limited repayment history","1621196","304788","662364","2026-12-19 Deposit: Synthetic salary INR 70300; 2026-12-02 Withdrawal: Synthetic ATM INR 5384","2026-12-19 Sent INR 11456 to B001 - Family Transfer (Synthetic); 2026-12-24 Received INR 4828 from Synthetic sender","Sandbox Market, Demo Sector 7; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.132","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-17 08:24:00 IST","SIMULATED: Demo Zone 12, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0133","Isha Sandbox 133","1991-01-22","233 Example Lane, Demo Nagar, Test State 000000","+91-00000-00133","client0133@example.invalid","SYN-PPT-000133","SYN-TAX-000133","Software Analyst","Sandbox Logistics","860900","Synthetic salary income","657","Synthetic: limited repayment history","1633099","307097","667291","2026-01-22 Deposit: Synthetic salary INR 71742; 2026-01-05 Withdrawal: Synthetic ATM INR 5421","2026-01-22 Sent INR 11539 to B002 - Utility Account (Synthetic); 2026-01-27 Received INR 4857 from Synthetic sender","Demo Grocers, Demo Sector 8; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.133","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-22 09:31:00 IST","SIMULATED: Demo Zone 13, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0134","Rohan Fictional 134","1992-02-25","234 Example Lane, Demo Nagar, Test State 000000","+91-00000-00134","client0134@example.invalid","SYN-PPT-000134","SYN-TAX-000134","Sales Associate","Prototype Systems","878200","Synthetic salary income","664","Synthetic: limited repayment history","1645002","309406","672218","2026-02-25 Deposit: Synthetic salary INR 73183; 2026-02-08 Withdrawal: Synthetic ATM INR 5458","2026-02-25 Sent INR 11622 to B003 - Merchant Settlement (Synthetic); 2026-02-03 Received INR 4886 from Synthetic sender","Sample Pharmacy, Demo Sector 9; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.134","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-27 10:38:00 IST","SIMULATED: Demo Zone 14, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0135","Kavya Test 135","1948-03-01","235 Example Lane, Demo Nagar, Test State 000000","+91-00000-00135","client0135@example.invalid","SYN-PPT-000135","SYN-TAX-000135","Operations Lead","Example Foods","895500","Synthetic salary income","671","Synthetic: limited repayment history","1656905","311715","677145","2026-03-01 Deposit: Synthetic salary INR 74625; 2026-03-11 Withdrawal: Synthetic ATM INR 5495","2026-03-01 Sent INR 11705 to B001 - Family Transfer (Synthetic); 2026-03-06 Received INR 4915 from Synthetic sender","Example Fuel Station, Demo Sector 10; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.135","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-04 11:45:00 IST","SIMULATED: Demo Zone 15, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0136","Dev Prototype 136","1949-04-04","236 Example Lane, Demo Nagar, Test State 000000","+91-00000-00136","client0136@example.invalid","SYN-PPT-000136","SYN-TAX-000136","Self-employed Consultant","Mock Finance Services","912800","Synthetic business income","678","Synthetic: limited repayment history","1668808","314024","682072","2026-04-04 Deposit: Synthetic salary INR 76067; 2026-04-14 Withdrawal: Synthetic ATM INR 5532","2026-04-04 Sent INR 11788 to B002 - Utility Account (Synthetic); 2026-04-09 Received INR 4944 from Synthetic sender","Test Cafe, Demo Sector 11; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.136","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-09 12:52:00 IST","SIMULATED: Demo Zone 16, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0137","Tara Simulated 137","1950-05-07","237 Example Lane, Demo Nagar, Test State 000000","+91-00000-00137","client0137@example.invalid","SYN-PPT-000137","SYN-TAX-000137","Accounts Executive","Example Retail Ltd","930100","Synthetic salary income","685","Synthetic: satisfactory repayment pattern","1680711","316333","686999","2026-05-07 Deposit: Synthetic salary INR 77508; 2026-05-17 Withdrawal: Synthetic ATM INR 5569","2026-05-07 Sent INR 11871 to B003 - Merchant Settlement (Synthetic); 2026-05-12 Received INR 4973 from Synthetic sender","Mock Electronics, Demo Sector 12; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.137","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-14 13:59:00 IST","SIMULATED: Demo Zone 17, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0138","Ishaan Sample 138","1951-06-10","238 Example Lane, Demo Nagar, Test State 000000","+91-00000-00138","client0138@example.invalid","SYN-PPT-000138","SYN-TAX-000138","Teacher","Demo Health Services","947400","Synthetic salary income","692","Synthetic: satisfactory repayment pattern","1692614","318642","691926","2026-06-10 Deposit: Synthetic salary INR 78950; 2026-06-20 Withdrawal: Synthetic ATM INR 5606","2026-06-10 Sent INR 11954 to B001 - Family Transfer (Synthetic); 2026-06-15 Received INR 5002 from Synthetic sender","Sandbox Market, Demo Sector 13; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.138","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-19 14:06:00 IST","SIMULATED: Demo Zone 18, Example City, Test State"
